@id,@lat,@lon,name,historic,tourism,leisure,natural,amenity,artwork_type
10826873943,43.9114335,3.1712991,Grottes des Aiguillons,,,,cave_entrance,,
10828309705,47.8551841,6.9250854,,,viewpoint,,,,
10829597821,44.5517059,2.4458255,,,viewpoint,,,,
10830432893,43.9393361,3.0573790,Grotte des Treilles,,,,cave_entrance,,
10831310949,45.1572498,5.6044328,,,,,cave_entrance,,
10831310950,45.1577955,5.6040868,,,,,cave_entrance,,
10831310951,45.1588669,5.6038669,,,,,cave_entrance,,
10832069716,43.5014898,6.8146013,,,viewpoint,,,,
10832075789,43.5055442,6.7821224,,,viewpoint,,,,
10832361345,47.4792010,6.9398016,,,,,cave_entrance,,
10833584666,44.0537571,4.1356619,,,viewpoint,,,,
10833594325,44.0776833,3.2792947,Aven-grotte Émilie,,,,cave_entrance,,
10833708592,48.6597352,7.2166480,,,viewpoint,,,,
10833817530,43.4144810,0.7445099,,,viewpoint,,,,
10833912079,43.3115943,5.6767581,,,,,cave_entrance,,
10834172493,45.1610637,5.6064445,arche,,,,cave_entrance,,
10835621913,48.5213462,-3.7123428,,,viewpoint,,,,
10836453490,49.1649139,-0.3751383,,,viewpoint,,,,
10836659466,43.7893671,3.3802827,Grotte des Moustiques,,,,cave_entrance,,
10837055812,45.0408355,5.0429217,,,viewpoint,,,,
10839344407,44.4812107,4.3470012,,,viewpoint,,,,
10840211966,48.2920825,-3.9714672,Motte féodale,,viewpoint,,,,
10840299008,43.4921178,-1.4788138,,,viewpoint,,,,
10840310063,43.4892997,-1.4797613,,,viewpoint,,,,
10844231301,43.9750359,3.1286242,Cave de Lacoste (dite du ravin des Tones),,,,cave_entrance,,
10844239767,43.9669039,3.1380444,Col de Saplum,,viewpoint,,,,
10844391408,43.2053969,5.5132436,,,viewpoint,,,,
10844413178,43.2043949,5.5117420,,,viewpoint,,,,
10844639180,44.3540719,4.4525205,,,viewpoint,,,,
10846326406,48.5570712,-1.9756128,Vue sur le pont vers Dinan,,viewpoint,,,,
10846391905,48.5564569,-1.9772209,Pointe,,viewpoint,,,,
10846718354,47.9213515,6.9848743,,,viewpoint,,,,
10846995516,47.3449477,1.1967396,,,viewpoint,,,,
10852767855,47.3457527,4.8680563,,,viewpoint,,,,
10853139028,44.2079089,3.2768404,Aven Vernhet,,,,cave_entrance,,
10856099405,45.7397925,3.7194755,Le cheix de l’Annette,,viewpoint,,,,
10856109822,43.5896583,6.4910645,,,viewpoint,,,,
10856134442,44.6611334,5.5556808,,,viewpoint,,,,
10856150428,44.6915056,5.4580956,,,viewpoint,,,,
10856539015,45.5825256,5.2364448,,,viewpoint,,,,
10856539016,45.5814450,5.2509576,,,viewpoint,,,,
10857957620,45.1145054,5.7026363,Belvédère,,viewpoint,,,,
10858110232,46.6010538,5.6584201,,,,,cave_entrance,,
10858331838,45.7388437,3.7190380,Le Rocher de l'Aigle,,viewpoint,,,,
10858704735,49.0593741,2.2260919,Les plateaux du val d'Oise,,viewpoint,,,,
10858767442,47.5466797,4.0366782,,,viewpoint,,,,
10860119565,43.9483950,3.2536299,Canalette / Canole de la Blaquererie,,,,cave_entrance,,
10860556113,46.6645292,6.0579535,Belvedère Sentier Botanique,,viewpoint,,,,
10860563955,46.4169393,5.3685264,,,viewpoint,,,,
10860730473,48.8571502,7.3148672,,,viewpoint,,,,
10861030799,48.6502024,6.0427165,,,,,cave_entrance,,
10861030842,48.6517261,6.0412386,,,,,cave_entrance,,
10861030851,48.6513684,6.0415752,,,,,cave_entrance,,
10861041005,43.3392453,5.4975256,,,viewpoint,,,,
10861834624,48.9448030,5.9824741,,,viewpoint,,,,
10861897697,48.9702223,6.0003027,,,viewpoint,,,,
