@id,@lat,@lon,name,historic,tourism,leisure,natural,amenity,artwork_type;
"702619,48.1408242,17.2674429,""Most pri Bratislave, Bratislavská ul."",,information,,,,";
32002849,48.7141439,17.7863134,Čachtice,,information,,,,;
32038813,48.1711004,16.9827969,Devín - Slovanské nábrežie,,information,,,,;
32197291,48.2729742,17.0324754,Stupava,,information,,,,;
32197795,48.2413649,17.0379885,Záhorská Bystrica,,information,,,,;
"32198818,48.1722981,16.9907150,""Devín, Lomnická ulica"",,information,,,,";
"32199490,48.2800210,17.0567690,""Stupava, obora, hor."",,information,,,,";
32293957,48.3247594,17.3000540,Šajby,,information,,,,;
32307308,48.3008954,16.9715967,Piesky,,information,,,,;
32316581,28.0270220,-16.5490737,Montaña Roja,,viewpoint,,peak,,;
32461666,48.9552168,18.6240550,Prameň Nitry,,information,,,,;
32461688,48.9635396,18.6110756,Fačkovské sedlo,,information,,,,;
32529400,48.2846652,17.2043322,Limbach,,information,,,,;
32529464,48.3020398,17.1841607,Turček,,information,,,,;
32590400,48.0693217,17.1438866,Horná lúka,,information,,,,;
32590441,48.0994644,17.1313459,Chorvátske rameno,,information,,,,;
32590443,48.1003200,17.1316850,Pri chorvátskom ramene,,information,,,,;
32590449,48.1053619,17.1281813,Starý háj,,information,,,,;
32593398,48.0930186,17.1330125,Janíkov dvor,,information,,,,;
32617599,49.3101061,21.0201212,Lenartov,,information,,,,;
32617703,49.3639596,21.4728526,Nižný Mirošov,,information,,,,;
32674979,48.8928129,22.4097152,Malá Ubľa,,information,,,,;
32698475,43.1845448,-2.4695263,Armagintzaren Museoa,,museum,,,,;
32913785,48.7470924,21.2075068,Dolný Bankov,,information,,,,;
32913810,48.7444132,21.2090786,Horný Bankov,,information,,,,;
"33052886,48.2411543,17.0513263,""Záhorská Bystrica, Pútnická ul."",,information,,,,";
"33053450,48.2362177,17.0277297,""Záhorská Bystrica, Markíza"",,information,,,,";
33053618,48.2289052,17.0003080,Volkswagen,,information,,,,;
"33101054,48.5433545,17.4003087,""Buková, rázcestie"",,information,,,,";
33101099,48.5889353,17.3852275,Cerová,,information,,,,;
33242412,37.8773142,-4.7818342,Taquilla Ticket Office,,information,,,,;
33375658,48.2888528,17.2687706,Pomník padlých katolíkov v 1. svetovej vojne,memorial,,,,,;
"33404656,48.0500028,17.1623262,""Rusovce, lužný les"",,information,,,,";
33404664,48.0576970,17.1588379,Odbočka na Rusovce,,information,,,,;
33463019,36.9794337,-3.3290506,Mirador Puerto Molina,,viewpoint,,,,;
33463021,37.0092390,-3.3014095,Mirador de Trevélez,,viewpoint,,,,;
"33482256,48.0331021,17.2481910,""Hamuliakovo, hrádza"",,information,,,,";
"33482327,48.0415631,17.2479120,""Hamuliakovo, Sihoť"",,information,,,,";
"33483925,48.0560452,17.2476648,""Kalinkovo, hrádza"",,information,,,,";
33515511,36.9610769,-3.3585946,Servicio de Interpretación de Altas Cumbres,,information,,,,;
"33527961,48.0768109,17.2565800,""Dunajská Lužná, Jánošíková"",,information,,,,";
33684692,48.8042458,20.8047082,Mníšek nad Hnilcom,,information,,,,;
33785699,48.6215217,17.4449944,Osuské,,information,,,,;
"33785770,48.6649169,17.5400726,""Brezová pod Bradlom, námestie"",,information,,,,";
33801532,49.4367383,21.5976188,Baranie,,information,,,,;
"34231273,48.2466425,17.0580856,""Marianka, cintorín"",,information,,,,";
"34713090,49.1008488,18.4605045,""Považská Bystrica, Tesco"",,information,,,,";
34713200,49.0447482,18.5527836,Domaniža,,information,,,,;
35172446,48.6644348,20.3092030,Ochtinská aragonitová jaskyňa,,attraction,,cave_entrance,,;
35233822,48.0307792,18.3223685,,,information,,,,;
35233916,48.0346822,18.3711138,Čechy,,information,,,,;
"35234004,48.1048754,18.3510022,""Podhájska, Belek"",,information,,,,";
35234062,48.1150378,18.3593663,,,information,,,,;
35234063,48.1196062,18.3830841,,,information,,,,;
35344043,48.3554778,18.4748536,Volkovce,,information,,,,;
35346188,39.6560947,3.4509834,Coves d'Artà,,attraction,,cave_entrance,,;
"35593719,49.3803471,19.0899446,""Vychylovka, Chmúrovci"",,information,,,,";
35593763,49.3891842,19.1263537,Sedlo Demänová,,information,,,,;
"35593818,49.3670796,19.1646903,""Oravská Lesná, Brišovka"",,information,,,,";
"35593819,49.3593498,19.1491002,""Oravská Lesná, Beskyd"",,information,,,,";
"35593988,49.2103171,18.8500312,""Gbeľany, cintorín"",,information,,,,";
35608651,48.5007196,17.4040101,Jaskyňa Driny,,,,cave_entrance,,;
35608658,49.0563174,19.9718209,Važecká jaskyňa,,,,cave_entrance,,;
35608660,49.2287614,20.3114682,Belianska jaskyňa,,,,cave_entrance,,;
35608661,48.8679373,20.3042540,Dobšinská ľadová jaskyňa,,attraction,,cave_entrance,,;
35608663,48.5624168,20.4653648,Gombasecká jaskyňa,,attraction,,cave_entrance,,;
35608664,48.4777575,20.4698154,Jaskyňa Domica,,,,cave_entrance,,;
35608666,48.6771813,20.9769050,Jasovská jaskyňa,,attraction,,cave_entrance,,;
36395489,48.7933090,20.1317704,Pod Javorinkou,,information,,,,;
36395628,48.8605152,20.5231006,Hlinisko,,information,,,,;
36395729,48.9560010,20.5146417,Smižany,,information,,,,;
36604499,48.3417155,17.3102554,Obrperky,,information,,,,;
36604514,48.3813295,17.2776411,Zochova chata,,information,,,,;
"36604522,48.3832843,17.2703086,""Piesok, k cintorínu"",,information,,,,";
36797999,48.5145993,17.4303386,Smolenický zámok,,information,,,,;
36798046,48.5216735,17.4178120,Klauža,,information,,,,;
"36798067,48.5202148,17.3947330,""Záruby, sedlo"",,information,,,,";
"36798079,48.5235235,17.3942599,""Záruby, rázc."",,information,,,,";
36798083,48.5234294,17.3926752,Záruby,,information,,,,;
"37351146,48.3279312,19.6381178,""Lučenec, športový areál"",,information,,,,";
"37971989,48.4152346,18.8239766,""Vysoká, rázc. Pod Haviarskym vrchom"",,information,,,,";
38478672,48.0163319,18.4107600,,,information,,,,;
38796924,48.1526977,17.0969197,Slavín,,information,,,,;
"39474142,48.6816735,17.3886447,""Senica, rázcestie na Kunov"",,information,,,,";
40708465,48.5036918,18.8036926,,,information,,,,;
40725980,48.4687396,18.8825450,Sedlo Červená studňa,,information,,,,;
40773403,48.4311250,18.8016677,,,information,,,,;
40825003,48.4228908,18.8603863,Sedlo pod Pinkovým vrchom,,information,,,,;
40825465,48.4046574,18.8561317,Počúvadlianske jazero,,information,,,,;
40826174,48.3314276,18.8412258,,,information,,,,;
40853249,48.3167313,18.7876162,,,information,,,,;
40853273,48.3184757,18.7886711,,,information,,,,;
40865488,48.3261787,18.8611723,,,information,,,,;
40890106,48.2948548,18.9866801,,,information,,,,;
41103663,49.4076281,21.2982312,,,information,,,,;
"41298951,48.2103518,16.9729734,""Devínska Nová Ves, Istrijská ulica"",,information,,,,";
"43515527,48.3524720,17.3219846,""Kráľová, Fialka"",,information,,,,";
"43515688,48.3493147,17.3298734,""Kráľová, Letohrádky"",,information,,,,";
"43516031,48.3972930,17.5958558,""Trnava, Ustianska ulica"",,information,,,,";
"44752329,48.3373661,17.2995180,""Modra, Pod Téglikom"",,information,,,,";
46406117,43.0416382,-4.4585125,Mirador de Piedrasluengas,,viewpoint,,,,;
46502981,46.0510403,14.4999964,Spomenik revolucije,monument,,,,,;
46723055,48.5928001,19.7282094,Kokava-Línia,,information,,,,;
47058259,46.5199886,15.5908415,Zvonček želja – Pohorje,,attraction,,,bell,;
48076500,42.6017851,-5.5821266,Convento de San Marcos,,attraction,,,,;
49524478,36.9522317,-1.9052678,Informacion/Information,,information,,,,;
49527233,37.0444780,-1.8721479,Mirador de la Granatilla,,viewpoint,,,,;
50787423,48.5116621,19.3078636,,,information,,,,;
51301558,48.4886754,19.4245025,,,information,,,,;
"51301671,48.5018398,19.4339594,""Detva, Piešť 2"",,information,,,,";
51313439,48.5176639,19.4675396,,,information,,,,;
51313534,48.5148460,19.4586524,Podkriváň,,information,,,,;
"51316738,48.5121708,19.4552904,""Podkriváň, ObÚ"",,information,,,,";
51463243,48.3732161,19.4506910,Lentvora (bus),,information,,,,;
51495758,48.3728562,19.6238371,Tomášovce most,,information,,,,;
"52510459,48.3275415,19.6559551,""Lučenec, park"",,information,,,,";
"53276561,48.6499601,19.6781029,""Kysuca, Dolina"",,information,,,,";
53276724,48.6174507,19.7706659,Havrilovo,,information,,,,;
53276737,48.6119138,19.7745971,Drahová,,information,,,,;
53281468,48.5993651,19.7338834,Chata Strojár(Háj),,information,,,,;
54038168,48.5809294,19.7440447,,,information,,,,;
54038219,48.5804743,19.7440970,Šoltýska,,information,,,,;
